strain,date,url,clade_membership,country,region,age,age_range1,age_range2,age_range3,collab_country,date_added,symptom,author,accession
USA/RI/2014-19213,2014-09-12,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995580
CAN14-826,2014-08-27 (2014-07-16 - 2014-11-05),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455274
EV-D68/Homosapiens/USA/SSENT39/2014,2014-09-18,,B1,USA,North America,5,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351821
EV-D68/Homosapiens/USA/SSENT16/2014,2014-09-19,,B1,USA,North America,46,18-64y,18-64y,>=18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351822
EV-D68/Homosapiens/USA/SSENT28/2014,2014-09-20,,B1,USA,North America,2,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351825
EV-D68/Homosapiens/USA/SSENT08/2014,2014-09-17,,B1,USA,North America,12,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351811
EV-D68/Homosapiens/USA/SSENT09/2014,2014-09-14,,B1,USA,North America,7,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351816
USA/VT/2014-19259,2014-10-01,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995624
EV-D68/Homosapiens/USA/SSENT02/2014,2014-09-12,,B1,USA,North America,1,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351814
EV-D68/Homosapiens/USA/SSENT22/2014,2014-09-19,,B1,USA,North America,10,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351803
EV-D68/Homosapiens/USA/SSENT18/2014,2014-09-18,,B1,USA,North America,3,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351805
EV-D68/Homosapiens/USA/SSENT12/2014,2014-09-17,,B1,USA,North America,1,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351819
EV-D68/Homosapiens/USA/SSENT05/2014,2014-09-15,,B1,USA,North America,11,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351824
EV-D68/Homosapiens/USA/SSENT35/2014,2014-09-21,,B1,USA,North America,8,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351817
USA/MA/2014-19232,2014-09-16,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995596
USA/CO/2014-19189,2014-09-03,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995540
EVD68/Homosapiens/USA/MO10/2014,2014-09-30 (2014-07-26 - 2014-12-15),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347257
USA/CA/2014-RGDS-1033,2014-09-30 (2014-09-05 - 2014-09-30),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681498
USA/AR/2014-19227,2014-09-14,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995591
EV-D68/Homosapiens/USA/SSENT17/2014,2014-09-17,,B1,USA,North America,14,6-17y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351813
USA/NC/2014-19254,2014-09-30,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995619
EVD68/Homosapiens/USA/MO26/2014,2014-09-26 (2014-07-21 - 2014-12-24),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347227
NY278,2014-09-19,,B1,USA,North America,12,6-17y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745760
EVD68/Homosapiens/USA/MO40/2014,2014-11-08 (2014-09-10 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347231
EV-D68/Haiti/1/2014,2014-12-01,,B1,Haiti,North America,,,,,,7/15/2019,,"Lednicky,J.A., Okech,B.A., Morris,J.G. Jr., Beau De Rochars,V.M., Elbadry,M.A., White,S.K. and Loeb,J.C.",KT266905
NY153,2014-10-02,,B1,USA,North America,4,1-5y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745755
USA/OR/2014-19073,2014-09-14,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995595
USA/CA/2014-RGDS-1035,2014-10-31 (2014-10-06 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681500
USA/LA/2014-19191,2014-09-11,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995556
USA/MI/2014-19251,2014-09-15,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995616
USA/VT/2014-19245,2014-09-18,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995609
USA/ND/2014-19205,2014-09-12,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995571
USA/OK/2014-19170,2014-08-17,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995536
EV-D68/Homosapiens/USA/SSENT25/2014,2014-09-17,,B1,USA,North America,2,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351808
USA/TX/2014-19261,2014-09-30,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995626
USA/SC/2014-19239,2014-09-12,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995603
USA/CT/2014-19202,2014-09-14,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995568
NY326,2014-09-25,,B1,USA,North America,9,6-17y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745765
USA/OR/2014-19268,2014-11-15,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KU669040
USA/AL/2014-19061,2014-09-17,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KU669047
USA/VA/2014-19255,2014-09-18,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995620
USA/WY/2014-19253,2014-09-24,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995618
EVD68/Homosapiens/USA/MO18/2014,2014-11-08 (2014-09-06 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347241
USA/MS/2014-19243,2014-09-20,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995607
USA/NC/2014-19229,2014-09-10,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995593
USA/WV/2014-19242,2014-09-16,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995606
NY305,2014-09-22,,B1,USA,North America,5,1-5y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745761
USA/DE/2014-19197,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995563
US/CA/14-6092,2014-09-01 (2014-09-01 - 2014-09-28),,B1,USA,North America,,,<18y,<18y,,7/15/2019,AFM,"Greninger,A.L., Naccache,S.N., Yu,G., Somasekar,S., Yagi,S., Clayton,A., Glaser,C., Aldrovandi,G. and Chiu,C.Y.",KP100792
USA/CT/2014-19230,2014-09-16,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995594
NY309,2014-09-23,,B1,USA,North America,0.9,<1y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745762
EVD68/Homosapiens/USA/MO42/2014,2014-10-05 (2014-07-20 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347273
EVD68/Homosapiens/USA/MO32/2014,2014-08-04 (2014-05-27 - 2014-11-09),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347238
USA/NC/2014-19064,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995553
USA/MO/2014-19174,2014-08-15,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995530
NY316,2014-09-24,,B1,USA,North America,3,1-5y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745764
EV-D68/environment/Gainesville/1/2015,2015-09-08,,B1,USA,North America,,,,,,7/15/2019,,"Lednicky,J.A., Bonny,T.S., Morris,J.G. and Loeb,J.C.",KU509997
NY328,2014-09-26,,B1,USA,North America,0.5,<1y,<18y,<18y,,7/15/2019,,"Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.",KP745766
USA/DC/2014-19264,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995629
USA/MS/2014-19052,2014-09-08,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995549
EV-D68/Homosapiens/USA/C7787/2014,2014-08-05,,B1,USA,North America,13,6-17y,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.",KX255382
EV-D68/Homosapiens/USA/SSENT31/2014,2014-09-22,,B1,USA,North America,18,18-64y,18-64y,>=18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351800
US/CA/14-6100,2014-10-04 (2014-10-01 - 2014-10-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,AFM,"Greninger,A.L., Naccache,S.N., Clayton,A., Yu,G., Somasekar,S., Yagi,S., Glaser,C., Aldrovandi,G. and Chiu,C.Y.",KP100796
US/CA/14-6103SIB,2014-10-04 (2014-10-01 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Greninger,A.L., Naccache,S.N., Clayton,A., Yu,G., Somaseka,S., Yagi,S., Glaser,C., Aldrovandi,G. and Chiu,C.Y.",KP100795
CAN14-453,2014-12-31 (2014-12-04 - 2014-12-31),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455271
USA/CA/2014-RGDS-1038,2014-10-16 (2014-10-01 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681503
USA/CA/2014-RGDS-1036,2014-10-01 (2014-10-01 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681501
USA/CA/2014-RGDS-1029,2014-09-30 (2014-09-06 - 2014-09-30),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681494
USA/CA/2014-RGDS-1030,2014-10-01 (2014-10-01 - 2014-10-27),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681495
USA/NJ/2014-19212,2014-09-12,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995579
USA/TX/2014-19083,2014-08-01,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KU669044
EVD68/Homosapiens/USA/MO3/2014,2014-10-09 (2014-08-12 - 2014-12-14),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347244
USA/CA/2014-RGDS-1034,2014-10-31 (2014-10-05 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681499
USA/WI/2014-19217,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995558
USA/WA/2014-19060,2014-09-14,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995578
USA/WA/2014-19210,2014-09-09,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995577
USA/CA/2014-RGDS-1024,2014-09-30 (2014-09-05 - 2014-09-30),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681489
USA/CA/2014-RGDS-1031,2014-10-26 (2014-10-01 - 2014-10-31),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681496
EVD68/Homosapiens/USA/MO49/2014,2014-12-09 (2014-10-09 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347240
EVD68/Homosapiens/USA/MO6/2014,2014-12-31 (2014-10-27 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347239
USA/CA/2014-RGDS-1028,2014-10-01 (2014-10-01 - 2014-10-26),,B1,USA,North America,,,,,,7/15/2019,,"Pan,C.-Y., Huynh,T., Padilla,T., Ng,T.F.F., Castro,C.J., Marine,R.L., Nix,W.A. and Wadford,D.A.",MK681493
CAN14-534,2014-07-19 (2014-06-22 - 2014-08-26),,B1,Canada,North America,,,,,,7/15/2019,,"McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.",KP455272
USA/SD/2014-19193,2014-09-08,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995559
USA/SD/2014-19194,2014-09-05,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995560
USA/WA/2014-19184,2014-09-10,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995551
USA/SD/2014-19207,2014-09-13,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995573
USA/SD/2014-19249,2014-09-23,,B1,USA,North America,,,,,,7/15/2019,,"Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.",KT995614
EV-D68/Homosapiens/USA/C7788/2014,2014-09-22,,B1,USA,North America,16,6-17y,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.",KX255413
EV-D68/Homosapiens/USA/C7789/2014,2014-09-24,,B1,USA,North America,16,6-17y,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.",KX255395
US/MO/14-18949,2014-08-31 (2014-08-07 - 2014-08-31),,B1,USA,North America,,,,,,7/15/2019,,"Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.",KM851227
US/MO/14-18950,2014-08-15 (2014-08-01 - 2014-08-31),,B1,USA,North America,,,,,,7/15/2019,,"Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.",KM851228
NYS14_31590,2014-12-31 (2014-10-27 - 2014-12-31),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455428
EV-D68/Homosapiens/USA/SSENT36/2014,2014-09-28,,B1,USA,North America,1,1-5y,<18y,<18y,,,,"Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.",KX351806
NYS14_32368,2014-09-17 (2014-08-01 - 2014-11-23),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455430
NYS14-27898,2014-08-16 (2014-06-24 - 2014-11-15),,B1,USA,North America,,,,,,7/15/2019,,"Lamson,D.M., Fagan,S. and St. George,K.",KT455421
EVD68/Homosapiens/USA/MO25/2014,2014-09-21 (2014-08-21 - 2014-12-16),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347225
EVD68/Homosapiens/USA/MO50/2014,2014-09-21 (2014-08-21 - 2014-12-16),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347268
EVD68/Homosapiens/USA/MO30/2014,2014-10-26 (2014-09-09 - 2014-12-24),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347237
EVD68/Homosapiens/USA/MO53/2014,2014-09-29 (2014-08-26 - 2014-11-17),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347226
EVD68/Homosapiens/USA/MO44/2014,2014-09-13 (2014-08-09 - 2014-10-11),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347272
EVD68/Homosapiens/USA/MO37/2014,2014-10-11 (2014-09-04 - 2014-12-03),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347250
EVD68/Homosapiens/USA/MO23/2014,2014-11-17 (2014-10-12 - 2014-12-31),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347255
EVD68/Homosapiens/USA/MO5/2014,2014-09-29 (2014-08-26 - 2014-11-17),,B1,USA,North America,,,<18y,<18y,,7/15/2019,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.",KT347242
