strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,accession,host,mutational_fitness,pango_lineage,recency,region,url,author,originating_lab,submitting_lab,logistic_growth
USA/MO-CDC-LC0204779/2021,8/14/2021,8,21J (Delta),USA,,Missouri,21J (Delta),202132,OK101572,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al EL,,,
USA/SD-CDC-2-5343830/2021,12/14/2021,8,21J (Delta),USA,,South Dakota,21J (Delta),202150,OM259139,Homo sapiens,0.87,AY.103,Older,North America,,Sheth et al V,SD Public Health Laboratory,CDC DVD Genomics and DIscovery Team,
USA/ND-CDC-2-4679379/2021,7/19/2021,8,21J (Delta),USA,,North Dakota,21J (Delta),202129,OK045194,Homo sapiens,0.83,AY.103,Older,North America,,Sheth et al W,,,
USA/KY-CDC-LC0377672/2021,11/8/2021,9,21J (Delta),USA,,Kentucky,21J (Delta),202145,OL643474,Homo sapiens,0.85,AY.103,Older,North America,,Howard et al EM,Laboratory Corporation of America,CDC-OAMD,
USA/NH-CDCBI-CRSP_LZNRYG7KS7VRNF3E/2021,12/30/2021,10,21J (Delta),USA,0,New Hampshire,21J (Delta),202152,OM183539,Homo sapiens,0.86,AY.103,Older,North America,,Lemieux et al K,Broad Institute Clinical Research Sequencing Platform,Broad Institute Genomic Center for Infectious Diseases,-9.51
USA/VA-DCLS-12351/2021,12/27/2021,7,21J (Delta),USA,0,Virginia,21J (Delta),202152,OM765253,Homo sapiens,0.89,AY.119,3-7 days ago,North America,,Fink et al,,,-9.51
USA/OH-CDC-ASC210482295/2021,11/15/2021,8,21J (Delta),USA,,Ohio,21J (Delta),202146,OL748313,Homo sapiens,0.82,AY.103,Older,North America,,Howard et al EN,,,
USA/MN-CDC-IBX631898195037/2021,12/10/2021,9,21J (Delta),USA,,Minnesota,21J (Delta),202149,OM139019,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al EO,Infinity Biologix,CDC-OAMD,
USA/IA-CDC-LC0427629/2021,12/2/2021,8,21J (Delta),USA,,Iowa,21J (Delta),202148,OM007019,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al EP,Laboratory Corporation of America,CDC-OAMD,
USA/WA-CDC-UW21113097983/2021,11/30/2021,7,21J (Delta),USA,,Washington,21J (Delta),202148,OL825292,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al EQ,UW Virology Lab,CDC-OAMD,
USA/OR-CDC-LC0356799/2021,10/28/2021,8,21J (Delta),USA,,Oregon,21J (Delta),202143,OL488601,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al ER,,,
USA/NV-CDC-QDX26446298/2021,7/3/2021,8,21J (Delta),USA,,Nevada,21J (Delta),202126,MZ591056,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al ES,Quest Diagnostics Incorporated,CDC-OAMD,
USA/OK-CDC-LC0134758/2021,7/14/2021,8,21J (Delta),USA,,Oklahoma,21J (Delta),202128,OK125071,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al ET,,,
USA/KS-CDC-LC0372461/2021,11/1/2021,8,21J (Delta),USA,,Kansas,21J (Delta),202144,OL574464,Homo sapiens,0.84,AY.103,Older,North America,,Howard et al EU,Laboratory Corporation of America,CDC-OAMD,
USA/MT-CDC-STM-3AW93BFN8/2021,10/25/2021,8,21J (Delta),USA,,Montana,21J (Delta),202143,OL500652,Homo sapiens,0.85,AY.103,Older,North America,,Howard et al EV,'Helix',CDC-OAMD,
USA/CT-CDC-ASC210711660/2021,11/21/2021,8,21J (Delta),USA,,Connecticut,21J (Delta),202147,OL926065,Homo sapiens,0.79,AY.103,Older,North America,,Howard et al EW,Aegis Sciences Corporation,CDC-OAMD,
USA/WI-CDC-ASC210276709/2021,8/5/2021,7,21J (Delta),USA,,Wisconsin,21J (Delta),202131,OK011272,Homo sapiens,0.84,AY.103,Older,North America,,Howard et al EX,,,
USA/AZ-CDC-ASC210496378/2021,10/26/2021,7,21J (Delta),USA,,Arizona,21J (Delta),202143,OL481634,Homo sapiens,0.85,AY.103,Older,North America,,Howard et al EY,,,
USA/NE-CDC-ASC210400755/2021,11/12/2021,9,21J (Delta),USA,,Nebraska,21J (Delta),202145,OL922487,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al EZ,Aegis Sciences Corporation,CDC-OAMD,
USA/MS-CDC-ASC210479334/2021,10/25/2021,9,21J (Delta),USA,,Mississippi,21J (Delta),202143,OL480658,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al FA,,,
USA/CO-CDC-MMB11363957/2021,10/31/2021,8,21J (Delta),USA,,Colorado,21J (Delta),202144,OL707877,Homo sapiens,0.85,AY.103,Older,North America,,Howard et al FB,Mako Medical,CDC-OAMD,
USA/WY-CDC-IBX130916834366/2021,10/26/2021,7,21J (Delta),USA,,Wyoming,21J (Delta),202143,OL414081,Homo sapiens,0.85,AY.103,Older,North America,,Howard et al FC,,,
USA/MN-MDH-16986/2021,10/28/2021,8,21J (Delta),USA,,Minnesota,21J (Delta),202143,OL425981,Homo sapiens,0.85,AY.103,Older,North America,,Lorentz et al,,,
USA/KS-CDC-QDX30455087/2021,10/25/2021,8,21J (Delta),USA,,Kansas,21J (Delta),202143,OL497729,Homo sapiens,0.86,AY.103,Older,North America,,Howard et al FD,Quest Diagnostics Incorporated,CDC-OAMD,
USA/CA-CDC-FG-185187/2021,12/2/2021,8,21J (Delta),USA,,California,21J (Delta),202148,OL823737,Homo sapiens,0.84,AY.103,Older,North America,,Howard et al FE,Fulgent Genetics,CDC-OAMD,
NZL/21MV0628/2021,7/18/2021,8,21J (Delta),New Zealand,,New Zealand,21J (Delta),202129,OK433459,Homo sapiens,0.83,AY.103,Older,Oceania,,Ren et al BO,LabPLUS,Institute of Environmental Science and Research,
USA/DE-CDC-ASC210442974/2021,10/27/2021,8,21J (Delta),USA,,Delaware,21J (Delta),202143,OL561972,Homo sapiens,0.9,AY.103,Older,North America,,Howard et al FF,Aegis Sciences Corporation,CDC-OAMD,
USA/NM-CDC-LC0456180/2021,12/25/2021,8,21J (Delta),USA,0,New Mexico,21J (Delta),202151,OM270710,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al FG,Laboratory Corporation of America,CDC-OAMD,-9.51
USA/NY-CDC-ASC210398820/2021,11/12/2021,8,21J (Delta),USA,,New York,21J (Delta),202145,OL922370,Homo sapiens,0.83,AY.103,Older,North America,,Howard et al FH,Aegis Sciences Corporation,CDC-OAMD,
JAM/202112081/2021,12/2/2021,8,21J (Delta),Jamaica,,Jamaica,21J (Delta),202148,OM320433,Homo sapiens,0.83,AY.103,Older,North America,,Lewis et al B,,,
Switzerland/BL-ETHZ-34920986/2021,11/23/2021,8,21J (Delta),Switzerland,,Basel-Land,21J (Delta),202147,OV143528,Homo sapiens,0.92,AY.129,Older,Europe,,? BP,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
JAM/202112020/2021,2/11/2021,9,21J (Delta),Jamaica,,Jamaica,21J (Delta),202106,OM320367,Homo sapiens,0.86,AY.107,Older,North America,,Lewis et al C,,,
JAM/202112076/2021,11/30/2021,10,21J (Delta),Jamaica,,Jamaica,21J (Delta),202148,OM320431,Homo sapiens,0.86,AY.107,Older,North America,,Lewis et al D,,,
SouthAfrica/NHLS-UCT-GS-G998/2021,8/16/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202133,OM766008,Homo sapiens,0.91,AY.107,3-7 days ago,Africa,,Viana et al BD,,,
JAM/JPL1606827/2021,10/15/2021,10,21J (Delta),Jamaica,,Jamaica,21J (Delta),202141,OM180082,Homo sapiens,0.86,AY.107,Older,North America,,Lewis et al E,,,
MWI/MLW00144/2021,2/4/2021,8,21J (Delta),Malawi,,Malawi,21J (Delta),202105,OL779084,Homo sapiens,0.82,AY.6,Older,Africa,,Ashton et al E,,,
MWI/MLW00231/2021,6/22/2021,8,21J (Delta),Malawi,,Malawi,21J (Delta),202125,OL779161,Homo sapiens,0.81,AY.39,Older,Africa,,Ashton et al F,,,
SouthAfrica/NHLS-UCT-GS-AE92/2021,10/25/2021,8,21J (Delta),South Africa,,South Africa,21J (Delta),202143,OM739878,Homo sapiens,0.81,AY.6,One week ago,Africa,,Viana et al BE,,,
SouthAfrica/NHLS-UCT-GP-M984/2021,11/18/2021,8,21J (Delta),South Africa,,South Africa,21J (Delta),202146,OM725155,Homo sapiens,0.82,AY.6,One week ago,Africa,,Tegally et al AZ,,,
SouthAfrica/NHLS-UCT-GS-AF27/2021,11/22/2021,8,21J (Delta),South Africa,,South Africa,21J (Delta),202147,OM739904,Homo sapiens,0.82,AY.6,One week ago,Africa,,Viana et al BF,,,
NZL/21MV0439/2021,5/17/2021,7,21J (Delta),New Zealand,,New Zealand,21J (Delta),202120,OK433590,Homo sapiens,0.81,B.1.617.2,Older,Oceania,,Ren et al BP,LabPLUS,Institute of Environmental Science and Research,
Switzerland/SZ-ETHZ-672752/2021,11/13/2021,8,21J (Delta),Switzerland,,Schwyz,21J (Delta),202145,OV108217,Homo sapiens,0.83,AY.7.1,Older,Europe,,? BQ,"labor team w AG; Blumeneggstrasse 55, 9403 Goldach",ETH ZURICH D-BSSE,
Switzerland/GE-DIA-011421490201/2021,7/29/2021,9,21J (Delta),Switzerland,,Geneva,AY.34 (Delta),202130,OU753699,Homo sapiens,0.88,AY.34,Older,Europe,,? BR,"Dianalabs SA, Rue de la coline 6 - 1205 Genève",Medisupport,
GAB/24945-23C_Gabon/2021,9/10/2021,9,21J (Delta),Gabon,,Gabon,AY.34 (Delta),202136,OM732167,Homo sapiens,0.88,AY.34,One week ago,Africa,,Lekana-Douki et al L,,,
OV642913,1/2/2022,9,21J (Delta),Germany,0,Baden-Wuerttemberg,AY.34 (Delta),202201,OV642913,Homo sapiens,0.88,AY.34,Older,Europe,,? A,"SYNLAB MVZ Leinfelden-Echterdingen, Nikolaus-Otto-Str. 6; 70771 Leinfelden-Echterdingen",Robert Koch Institute,-14.52
Denmark/DCGC-171716/2021,9/8/2021,9,21J (Delta),Denmark,,Hovedstaden,AY.34 (Delta),202136,OV828890,Homo sapiens,0.88,AY.34.1,One month ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
USA/PR-CDC-2-5128650/2021,10/27/2021,10,21J (Delta),USA,,Puerto Rico,AY.34 (Delta),202143,OL520264,Homo sapiens,0.86,AY.34,Older,North America,,Sheth et al X,PR Public Health Lab,CDC DVD Genomics and DIscovery Team,
England/MILK-29B29A9/2021,11/8/2021,10,21J (Delta),United Kingdom,,England,AY.34 (Delta),202145,OV061494,Homo sapiens,0.94,AY.34.2,Older,Europe,,The Lighthouse Lab in Milton et al B,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute,
AUT/SKV-274/2021,11/2/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202144,OL721906,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AC,,,
AUT/SKV-273/2021,11/2/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202144,OL721905,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AD,,,
AUT/SKV-276/2021,11/10/2021,11,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202145,OL721907,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AE,,,
AUT/SKV-283/2021,12/1/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202148,OM269120,Homo sapiens,0.91,AY.34,Older,Europe,,Puehringer et al AF,,,
AUT/SKV-280/2021,11/11/2021,9,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202145,OL721910,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AG,,,
AUT/SKV-281/2021,11/26/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202147,OL721911,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AH,,,
AUT/SKV-278/2021,11/11/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202145,OL721908,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AI,,,
AUT/SKV-293/2021,12/9/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202149,OM019073,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AJ,,,
AUT/SKV-289/2021,12/1/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202148,OM100946,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AK,,,
AUT/SKV-284/2021,12/1/2021,10,21J (Delta),Austria,,Upper Austria,AY.34 (Delta),202148,OM269121,Homo sapiens,0.87,AY.34,Older,Europe,,Puehringer et al AL,,,
MMR/DSMRC046/2021,12/3/2021,8,21J (Delta),Myanmar,,Myanmar,21J (Delta),202148,OL757809,Homo sapiens,0.8,AY.98,Older,Asia,,Oo et al N,,,
MMR/DSMRC038/2021,11/23/2021,8,21J (Delta),Myanmar,,Myanmar,21J (Delta),202147,OL757798,Homo sapiens,0.82,B.1.617.2,Older,Asia,,Oo et al O,,,
MMR/DSMRC045/2021,12/3/2021,8,21J (Delta),Myanmar,,Myanmar,21J (Delta),202148,OL757797,Homo sapiens,0.84,B.1.617.2,Older,Asia,,Oo et al P,,,
MMR/DSMRC047/2021,11/30/2021,13,21J (Delta),Myanmar,,Myanmar,21J (Delta),202148,OL757805,Homo sapiens,0.81,AY.129,Older,Asia,,Oo et al Q,,,
Switzerland/ZG-ETHZ-670998/2021,9/2/2021,8,21J (Delta),Switzerland,,Zug,21J (Delta),202135,OU728419,Homo sapiens,0.85,AY.23.2,Older,Europe,,? BS,"labor team w AG; Blumeneggstrasse 55, 9403 Goldach",ETH ZURICH D-BSSE,
MYS/M_C15782/2021,12/13/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202150,OM319618,Homo sapiens,0.82,AY.23,Older,Asia,,Chan et al Q,,,
PantheraLeo/SGP/NParks-G11342/2021,11/9/2021,5,21J (Delta),Singapore,,Singapore,21J (Delta),202145,OL677176,Panthera leo,0.69,AY.23.1,Older,Asia,,Wang et al,,,
SGP/SNDE1/2021,10/27/2021,8,21J (Delta),Singapore,,Singapore,21J (Delta),202143,OL413478,Homo sapiens,0.88,AY.23.1,Older,Asia,,Ko et al A,,,
SGP/SNDE2/2021,10/27/2021,8,21J (Delta),Singapore,,Singapore,21J (Delta),202143,OL413479,Homo sapiens,0.88,AY.23.1,Older,Asia,,Ko et al B,,,
MYS/M_C15428/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319589,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al R,,,
MYS/M_C15589/2021,12/1/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319586,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al S,,,
MYS/M_C15615/2021,12/2/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319587,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al T,,,
MYS/M_C15368/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319591,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al U,,,
MYS/M_C15439/2021,11/29/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319590,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al V,,,
MYS/M_C15377/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319594,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al W,,,
MYS/M_C15458/2021,11/29/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319588,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al X,,,
MYS/M_C15386/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319593,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al Y,,,
MYS/M_C15375/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319595,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al Z,,,
MYS/M_C15367/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319596,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al AA,,,
MYS/M_C15374/2021,11/28/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319597,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al AB,,,
MYS/M_C15438/2021,11/29/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM319592,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al AC,,,
MYS/M_C15582/2021,12/1/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM214024,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al AD,,,
MYS/M_C15585/2021,12/1/2021,8,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM214025,Homo sapiens,0.81,AY.23,Older,Asia,,Chan et al AE,,,
AUT/SKV-212/2021,7/8/2021,8,21J (Delta),Austria,,Upper Austria,21J (Delta),202127,OL546700,Homo sapiens,0.86,AY.124,Older,Europe,,Puehringer et al AM,,,
Switzerland/VD-ETHZ-35244811/2021,12/11/2021,11,21J (Delta),Switzerland,,Vaud,21J (Delta),202149,OV348137,Homo sapiens,0.84,AY.44,Older,Europe,,? BT,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
MMR/DSMRC048/2021,12/1/2021,7,21J (Delta),Myanmar,,Myanmar,21J (Delta),202148,OL757799,Homo sapiens,0.63,B.1.617.2,Older,Asia,,Oo et al R,,,
MMR/DSMRC049/2021,12/1/2021,7,21J (Delta),Myanmar,,Myanmar,21J (Delta),202148,OL757810,Homo sapiens,0.64,AY.100,Older,Asia,,Oo et al S,,,
THA/AFRIMS-COV2000/2021,7/12/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,21J (Delta),202128,MZ895505,Homo sapiens,0.91,AY.85,Older,Asia,,Phutthasopit et al D,,,
THA/AFRIMS-COV4693/2021,8/7/2021,9,21J (Delta),Thailand,,Kamphaeng Phet,21J (Delta),202131,OK626725,Homo sapiens,0.9,AY.85,Older,Asia,,Phutthasophit et al,,,
MMR/DSMRC039/2021,11/12/2021,8,21J (Delta),Myanmar,,Myanmar,21J (Delta),202145,OL757804,Homo sapiens,0.91,AY.85,Older,Asia,,Oo et al T,,,
THA/AFRIMS-COV2041/2021,7/12/2021,8,21J (Delta),Thailand,,Kamphaeng Phet,21J (Delta),202128,MZ888547,Homo sapiens,0.94,AY.85,Older,Asia,,Phutthasopit et al E,,,
MMR/DSMRC040/2021,11/3/2021,8,21J (Delta),Myanmar,,Myanmar,21J (Delta),202144,OL757800,Homo sapiens,0.93,AY.85,Older,Asia,,Oo et al U,,,
Japan/SZ-NIG-Y212216/2021,12/20/2021,9,21J (Delta),Japan,,Shizuoka,21J (Delta),202151,BS001486,Homo sapiens,0.92,AY.85,Older,Asia,,Nagaoka et al AY,,,
Japan/SZ-NIG-Y212225/2021,12/30/2021,9,21J (Delta),Japan,0,Shizuoka,21J (Delta),202152,BS001487,Homo sapiens,0.92,AY.85,Older,Asia,,Nagaoka et al AZ,,,-14.34
BHR/21921811020/2021,10/30/2021,10,21J (Delta),Bahrain,,Bahrain,21J (Delta),202143,OL336690,Homo sapiens,0.9,AY.43,Older,Asia,,Alwasti et al CU,,,
MYS/M_C15472/2021,11/30/2021,13,21J (Delta),Malaysia,,Malaysia,21J (Delta),202148,OM214022,Homo sapiens,0.83,B.1.617.2,Older,Asia,,Chan et al AF,,,
SouthAfrica/NHLS-UCT-AM-Z036/2021,4/16/2021,8,21J (Delta),South Africa,,South Africa,21J (Delta),202115,OM720742,Homo sapiens,0.82,AY.32,One week ago,Africa,,Tegally et al BA,,,
SouthAfrica/NHLS-UCT-LA-Z731/2021,10/27/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202143,OM773396,Homo sapiens,0.89,AY.32,3-7 days ago,Africa,,Wilkinson et al BF,,,
SouthAfrica/NHLS-UCT-GS-C150/2021,6/17/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202124,OM765556,Homo sapiens,0.83,AY.32,3-7 days ago,Africa,,Viana et al BG,,,
SouthAfrica/NHLS-UCT-GS-AE50/2021,10/14/2021,11,21J (Delta),South Africa,,South Africa,21J (Delta),202141,OM739851,Homo sapiens,0.89,AY.32,One week ago,Africa,,Viana et al BH,,,
SouthAfrica/NHLS-UCT-LA-Z729/2021,10/25/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202143,OM773394,Homo sapiens,0.81,AY.32,3-7 days ago,Africa,,Wilkinson et al BG,,,
SouthAfrica/NHLS-UCT-LA-Z734/2021,11/6/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202144,OM773399,Homo sapiens,0.82,AY.32,3-7 days ago,Africa,,Wilkinson et al BH,,,
SouthAfrica/NHLS-UCT-GP-M988/2021,11/15/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202146,OM725158,Homo sapiens,0.85,AY.95,One week ago,Africa,,Tegally et al BB,,,
SouthAfrica/NHLS-UCT-GS-AF34/2021,11/23/2021,12,21J (Delta),South Africa,,South Africa,21J (Delta),202147,OM739910,Homo sapiens,0.82,AY.95,One week ago,Africa,,Viana et al BI,,,
SouthAfrica/NHLS-UCT-GS-AE97/2021,11/3/2021,11,21J (Delta),South Africa,,South Africa,21J (Delta),202144,OM739881,Homo sapiens,0.91,AY.32,One week ago,Africa,,Viana et al BJ,,,
SouthAfrica/NHLS-UCT-GS-AF01/2021,11/4/2021,9,21J (Delta),South Africa,,South Africa,21J (Delta),202144,OM739883,Homo sapiens,0.85,AY.32,One week ago,Africa,,Viana et al BK,,,
USA/HI-CDC-QDX29168022/2021,9/26/2021,11,21J (Delta),USA,,Hawaii,21J (Delta),202139,OK464260,Homo sapiens,0.86,AY.1,Older,North America,,Howard et al FI,,,
USA/ME-CDC-ASC210455939/2021,11/11/2021,8,21J (Delta),USA,,Maine,21J (Delta),202145,OL921866,Homo sapiens,0.81,AY.122,Older,North America,,Howard et al FJ,Aegis Sciences Corporation,CDC-OAMD,
PAK/165542/2021,7/19/2021,8,21J (Delta),Pakistan,,Sindh,21J (Delta),202129,OK148174,Homo sapiens,0.83,AY.108,Older,Asia,,Kabir et al B,,,
PAK/276079/2021,12/20/2021,10,21J (Delta),Pakistan,,Sindh,21J (Delta),202151,OM149715,Homo sapiens,0.85,AY.108,Older,Asia,,Kabir et al C,,,
BHR/21921849188_S74_L001/2021,11/11/2021,10,21J (Delta),Bahrain,,Bahrain,21J (Delta),202145,OL441376,Homo sapiens,0.97,AY.108,Older,Asia,,Alwasti et al CV,,,
BHR/21922081136_S49_L001/2021,12/1/2021,9,21J (Delta),Bahrain,,Bahrain,21J (Delta),202148,OL845631,Homo sapiens,0.92,AY.125,Older,Asia,,Alwasti et al CW,,,
AUT/SKV-207/2021,7/1/2021,9,21J (Delta),Austria,,Upper Austria,21J (Delta),202126,OL546793,Homo sapiens,0.86,AY.125,Older,Europe,,Puehringer et al AN,,,
Switzerland/BL-ETHZ-34744791/2021,11/10/2021,9,21J (Delta),Switzerland,,Basel-Land,21J (Delta),202145,OV108595,Homo sapiens,0.89,AY.125,Older,Europe,,? BU,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
Switzerland/VD-HUG-35438847/2021,9/20/2021,8,21J (Delta),Switzerland,,Vaud,21J (Delta),202138,OU848916,Homo sapiens,0.89,AY.125,Older,Europe,,? BV,"Laboratoire de virologie, Geneva, Switzerland",HUG,
OV204127,11/23/2021,9,21J (Delta),Germany,,North Rhine Westphalia,21J (Delta),202147,OV204127,Homo sapiens,0.87,AY.125,Older,Europe,,? A,"MVZ Dr. Eberhard & Partner Dortmund, Brauhausstraße 4; 44137 Dortmund",Robert Koch Institute,
OV114194,10/30/2021,9,21J (Delta),Germany,,North Rhine Westphalia,21J (Delta),202143,OV114194,Homo sapiens,0.91,AY.102,Older,Europe,,? A,"SYNLAB MVZ Leverkusen, Paracelsusstraße 13; 51375 Leverkusen",Robert Koch Institute,
BHR/21342835245_S33_L001/2021,12/15/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202150,OM083878,Homo sapiens,0.79,AY.20,Older,Asia,,Alwasti et al CX,,,
EGY/EGY-Wave4-015/2021,9/4/2021,7,21J (Delta),Egypt,,Egypt,21J (Delta),202135,OK354421,Homo sapiens,0.76,AY.23,Older,Africa,,Seadawy et al E,,,
USA/MD-CDC-ASC210446931/2021,10/29/2021,6,21J (Delta),USA,,Maryland,21J (Delta),202143,OL512433,Homo sapiens,0.75,AY.119,Older,North America,,Howard et al FK,Aegis Sciences Corporation,CDC-OAMD,
BHR/21921816093/2021,10/31/2021,8,21J (Delta),Bahrain,,Bahrain,21J (Delta),202144,OL336701,Homo sapiens,0.93,AY.4.2.3,Older,Asia,,Alwasti et al CY,,,
Denmark/DCGC-264354/2021,12/5/2021,9,21J (Delta),Denmark,,Hovedstaden,21J (Delta),202149,OV884878,Homo sapiens,0.91,AY.39,One week ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Denmark/DCGC-201426/2021,10/29/2021,9,21J (Delta),Denmark,,Syddanmark,21J (Delta),202143,OV824995,Homo sapiens,0.9,AY.112,One month ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Denmark/DCGC-140073/2021,7/29/2021,9,21J (Delta),Denmark,,Syddanmark,21J (Delta),202130,OV834522,Homo sapiens,0.86,B.1.617.2,One month ago,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
NZL/21MV0667/2021,8/7/2021,9,21J (Delta),New Zealand,,New Zealand,21J (Delta),202131,OK433689,Homo sapiens,0.8,AY.76,Older,Oceania,,Ren et al BQ,PathLab Bay of Plenty,Institute of Environmental Science and Research,
MYS/M_C15834/2021,12/19/2021,9,21J (Delta),Malaysia,,Malaysia,21J (Delta),202151,OM319616,Homo sapiens,0.81,AY.76,Older,Asia,,Chan et al AG,,,
Liechtenstein/FL-Risch-21B0918301/2021,11/5/2021,9,21J (Delta),Liechtenstein,,Liechtenstein,21J (Delta),202144,OV064634,Homo sapiens,0.87,AY.42,Older,Europe,,? BW,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",Dr. Risch,
Liechtenstein/FL-Risch-21B1607516/2021,11/14/2021,9,21J (Delta),Liechtenstein,,Liechtenstein,21J (Delta),202146,OV061244,Homo sapiens,0.87,AY.42,Older,Europe,,? BX,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",Dr. Risch,
